time (min),male1,male2,male3,male4,male5,male6
10411,34534.222780884935,44357.21709703554,15124.512348663486,55860.00693188455,31972.211258162042,41738.27504040107
10412,34538.45074640768,44370.54548590641,15124.544593064156,55874.58115658614,31976.954516614078,41742.780989254556
10413,34542.66232248303,44383.852614533076,15124.58086999648,55889.11105379588,31981.713081582933,41747.28171155109
10414,34546.85751887554,44397.13850144364,15124.62118992952,55903.596604835075,31986.48692844009,41751.77716952204
10415,34551.03634533566,44410.40316526363,15124.665563314682,55918.037791382834,31991.27603243196,41756.267325499924
10416,34555.19881159947,44423.64662471538,15124.714000585629,55932.43459547551,31996.080368680014,41760.752141918536
10417,34559.344927388665,44436.86889861789,15124.766512158018,55946.78699950619,32000.899912180743,41765.23158131289
10418,34563.47470241049,44450.07000588623,15124.823108429298,55961.094986224554,32005.734637805694,41769.70560631933
10419,34567.58814635759,44463.24996553155,15124.883799778587,55975.35853873641,32010.584520301418,41774.17417967565
10420,34571.68526890803,44476.40879666014,15124.948596566435,55989.577640503114,32015.44953428963,41778.63726422098
10421,34575.76607972511,44489.54651847363,15125.017509134623,56003.75227534136,32020.329654267156,41783.09482289603
10422,34579.83058845729,44502.66315026815,15125.090547806043,56017.88242742269,32025.224854605833,41787.54681874292
10423,34583.87880473819,44515.75871143444,15125.16772288439,56031.968081273095,32030.13510955275,41791.993214905415
10424,34587.9107381864,44528.83322145689,15125.249044654105,56046.0092217725,32035.060393230062,41796.43397462885
10425,34591.92639840554,44541.886699913855,15125.334523380106,56060.00583415462,32040.0006796352,41800.869061260164
10426,34595.92579498395,44554.919166476415,15125.424169307593,56073.95790400598,32044.955942640725,41805.29843824796
10427,34599.908937494874,44567.93064090898,15125.517992661888,56087.8654172661,32049.926155994497,41809.722069142575
10428,34603.875835496176,44580.92114306801,15125.61600364827,56101.72836022663,32054.911293319536,41814.13991759614
10429,34607.82649853033,44593.890692902256,15125.718212451722,56115.546719531165,32059.911328114194,41818.55194736256
10430,34611.7609361243,44606.839310452044,15125.824629236788,56129.32048217445,32064.926233752165,41822.958122297365
10431,34615.67915778963,44619.76701584902,15125.935264147369,56143.04963550238,32069.955983482363,41827.35840635806
10432,34619.58117302205,44632.67382931586,15126.050127306558,56156.73416721115,32075.00055042918,41831.75276360402
10433,34623.466991301684,44645.55977116558,15126.16922881641,56170.3740653471,32080.059907592295,41836.141158196486
10434,34627.336622092844,44658.424861801395,15126.29257875777,56183.96931830578,32085.134027846874,41840.523554398605
10435,34631.19007484386,44671.2691217164,15126.420187190126,56197.51991483212,32090.222883943545,41844.89991657534
10436,34635.027358987245,44684.09257149278,15126.552064151341,56211.02584401936,32095.32644850827,41849.27020919375
10437,34638.84848393936,44696.895231801966,15126.688219657533,56224.48709530903,32100.444694042675,41853.63439682287
10438,34642.65345910038,44709.677123403766,15126.828663702874,56237.90365848999,32105.57759292391,41857.99244413352
10439,34646.44229385449,44722.43826714625,15126.97340625937,56251.27552369846,32110.72511740459,41862.34431589872
10440,34650.21499756934,44735.17868396523,15127.122457276733,56264.60268141695,32115.887239613057,41866.689976993475
10441,34653.971579596364,44747.89839488398,15127.27582668212,56277.88512247439,32121.063931553275,41871.02939239471
10442,34657.71204927048,44760.59742101271,15127.433524380001,56291.12283804508,32126.255165104838,41875.36252718149
10443,34661.436415910095,44773.2757835482,15127.595560251955,56304.315819648415,32131.46091202312,41879.689346534724
10444,34665.14468881699,44785.93350377344,15127.761944156478,56317.464059148406,32136.681143939226,41884.009815737736
10445,34668.83687727626,44798.570603057306,15127.932685928827,56330.56754875305,32141.915832360057,41888.32390017564
10446,34672.51299055623,44811.18710285382,15128.107795380773,56343.626281013865,32147.164948668382,41892.63156533559
10447,34676.173037908346,44823.78302470229,15128.287282300504,56356.6402488253,32152.4284641228,41896.932776806956
10448,34679.81702856718,44836.358390226414,15128.471156452297,56369.60944542436,32157.706349857857,41901.22750028102
10449,34683.444971750265,44848.91322113413,15128.659427576527,56382.53386438986,32162.9985768841,41905.51570155131
10450,34687.056876658055,44861.44753921713,15128.852105389338,56395.41349964203,32168.305116088002,41909.79734651321
10451,34690.65275247376,44873.96136635049,15129.049199582434,56408.24834544181,32173.62593823217,41914.07240116426
10452,34694.23260836345,44886.454724492236,15129.250719823056,56421.03839639058,32178.961013955224,41918.34083160412
10453,34697.796453475836,44898.927635682936,15129.45667575365,56433.78364742934,32184.310313772043,41922.60260403445
10454,34701.3442969422,44911.38012204524,15129.667076991751,56446.484093838146,32189.67380807355,41926.8576847589
10455,34704.87614787636,44923.81220578367,15129.881933129736,56459.13973123578,32195.051467127018,41931.10604018309
10456,34708.392015374586,44936.223909183864,15130.10125373471,56471.75055557893,32200.443261075972,41935.34763681487
10457,34711.89190851551,44948.61525461255,15130.325048348312,56484.31656316177,32205.849159940273,41939.58244126389
