time (min),male1,male2,male3,male4,male5,male6
2989,64,87,93,93,102,112
2990,65,52,29,104,121,45
2991,14,54,0,75,71,72
2992,0,25,0,58,137,71
2993,0,76,11,85,90,33
2994,9,95,5,41,69,80
2995,70,120,45,20,91,62
2996,94,80,67,84,84,62
2997,63,88,98,72,93,67
2998,64,109,50,97,5,67
2999,68,92,81,74,97,31
3000,69,87,23,74,111,94
3001,55,103,35,83,104,78
3002,72,46,83,89,86,76
3003,0,103,21,87,108,66
3004,61,105,101,52,93,58
3005,47,90,97,32,86,0
3006,33,72,78,87,114,0
3007,0,69,3,108,94,37
3008,0,82,82,78,15,26
3009,0,88,43,71,21,61
3010,31,65,60,85,30,98
3011,0,71,121,106,82,80
3012,34,100,64,89,123,67
3013,65,104,48,85,72,45
3014,109,72,93,92,95,91
3015,27,75,76,113,109,100
3016,75,97,15,33,94,51
3017,63,97,0,81,101,82
3018,86,81,2,97,78,92
3019,77,108,35,77,102,60
3020,61,75,71,84,77,1
3021,68,83,40,96,63,25
3022,66,95,97,78,17,69
3023,52,52,81,65,4,76
3024,60,9,48,81,5,63
3025,67,53,41,42,39,0
3026,36,109,61,79,0,0
3027,54,89,74,100,0,58
3028,26,84,43,67,0,119
3029,30,95,86,96,9,29
3030,46,65,59,95,76,20
3031,37,74,104,106,80,58
3032,61,117,60,86,99,67
3033,71,55,6,89,108,122
3034,67,56,2,66,95,117
3035,59,86,0,89,35,39
3036,73,71,71,99,58,45
3037,61,72,35,97,72,97
3038,42,65,30,83,74,102
3039,67,91,13,84,17,42
3040,65,75,0,96,77,88
3041,30,59,60,86,101,58
3042,83,55,105,83,69,79
3043,69,70,68,88,86,69
3044,0,110,64,66,86,78
3045,0,85,49,32,96,83
3046,57,68,39,1,82,90
3047,57,70,27,74,55,16
3048,32,96,18,86,124,106
3049,0,78,71,87,87,99
3050,56,56,99,55,77,108
3051,39,102,90,92,41,109
3052,103,66,112,37,100,86
3053,56,84,66,0,84,41
3054,61,80,60,30,49,68
3055,51,82,17,62,113,101
3056,53,88,20,95,82,94
3057,67,71,60,86,81,80
3058,48,104,100,120,52,45
3059,43,94,85,92,65,0
3060,4,67,80,67,15,40
3061,0,77,87,76,0,62
3062,11,61,25,59,0,70
3063,0,102,88,74,8,75
3064,0,81,87,50,0,98
3065,26,68,67,23,0,84
3066,73,29,32,0,21,54
3067,65,52,31,9,38,93
3068,38,71,34,50,85,52
3069,76,78,0,39,91,121
3070,69,65,3,50,107,67
3071,72,109,55,87,90,86
3072,74,70,78,93,89,53
3073,67,59,84,81,39,36
3074,43,74,78,100,60,49
3075,77,81,26,64,63,1
3076,56,83,15,66,87,36
3077,67,71,4,49,43,92
3078,4,94,34,87,40,30
3079,61,107,58,66,51,89
3080,62,80,20,88,96,39
3081,75,103,18,100,69,95
3082,65,92,55,99,80,92
3083,67,99,83,103,43,53
3084,19,65,64,89,26,59
3085,44,112,47,52,43,52
3086,35,69,65,48,63,13
3087,78,68,17,65,0,48
3088,77,91,68,56,0,63
3089,72,76,1,116,29,86
3090,36,79,57,41,23,82
3091,2,76,11,86,0,23
3092,0,73,48,78,13,0
3093,0,94,76,76,28,40
3094,0,103,51,38,43,63
3095,30,96,90,0,38,63
3096,28,78,41,27,90,97
3097,52,98,41,52,97,84
3098,72,73,31,67,91,72
3099,23,67,17,76,84,9
3100,71,75,1,109,120,64
3101,64,66,0,103,44,92
3102,48,86,45,102,108,90
3103,88,71,80,131,76,62
3104,73,71,118,98,124,0
3105,61,70,67,38,154.0937406,0
3106,53,56,61,50,72,0
3107,58,66,39,77,69,0
3108,73,83,84,87,72,29
3109,66,25,64,78,74,86
3110,48,96,52,39,90,28
3111,54,60,52,72,73,39
3112,64,72,41,27,30,64
3113,65,81,74,42,42,34
3114,48,84,42,16,67,22
3115,66,78,0,43,31,69
3116,61,80,4,3,67,86
3117,32,30,0,6,55,73
3118,52,85,0,0,28,72
3119,30,80,7,0,37,74
3120,85,58,36,0,10,57
3121,51,88,54,25,0,73
3122,99,73,86,55,0,98
3123,70,64,91,14,0,76
3124,83,53,48,93,0,118
3125,12,62,61,75,3,143
3126,39,16,39,101,0,51
3127,52,76,93,58,8,28
3128,40,69,53,74,27,60
3129,10,95,58,70,0,28
3130,10,79,62,86,8,55
3131,46,91,9,64,11,77
3132,74,76,0,18,11,77
3133,87,95,0,43,0,91
3134,74,54,0,35,0,27
3135,46,47,0,77,28,102
3136,64,18,55,60,24,74
3137,66,76,28,96,53,67
3138,73,99,0,51,15,68
3139,75,78,11,24,38,100
3140,54,87,63,60,0,44
3141,34,79,42,68,0,87
3142,40,83,68,58,0,101
3143,77,84,36,103,0,121
3144,75,57,17,33,15,92
3145,41,60,36,75,0,15
3146,36,85,27,108,29,34
3147,48,100,65,92,0,22
3148,41,96,108,87,0,83
3149,52,96,75,85,0,87
3150,52,75,74,48,0,85
3151,71,83,92,64,0,59
3152,35,73,42,81,0,44
3153,42,84,38,51,0,32
3154,16,81,3,35,4,101
3155,15,93,9,2,20,36
3156,23,96,77,0,11,3
3157,65,70,86,0,0,70
3158,74,71,61,30,0,43
3159,6,83,13,68,0,52
3160,0,41,44,107,21,74
3161,0,74,70,98,0,58
3162,0,32,89,71,7,20
3163,28,0,121.8583648,106,0,77
3164,57,52,12,57,10,78
3165,77,81,73,56,3,73
3166,64,106,84,38,0,57
3167,91,44,40,59,0,70
3168,113,95,43,58,0,106
3169,59,76,14,72,0,93
3170,71,70,27,37,48,53
3171,51,64,36,31,18,81
3172,45,65,46,3,19,72
3173,81,94,81,35,0,0
3174,35,85,92,70,5,0
3175,10,86,74,43,5,1
3176,0,102,71,48,18,12
3177,0,59,0,50,28,5
3178,0,97,0,6,28,0
3179,60,49,9,38,57,21
3180,18,78,15,0,71,63
3181,53,78,20,0,125,42
3182,61,47,36,0,46,83
3183,72,26,100,0,27,83
3184,99,75,78,0,0,103
3185,81,71,70,0,0,44
3186,48,24,3,0,0,93
3187,0,49,13,1,5,84
3188,1,76,50,7,0,118
3189,32,92,68,8,47,86
3190,91,81,69,88,66,52
3191,83,97,80,29,58,79
3192,86,74,50,57,6,41
3193,32,77,39,5,23,52
3194,70,76,41,0,77,94
3195,98,85,0,40,110,10
3196,89,85,8,0,85,55
3197,57,59,71,0,78,86
3198,42,87,35,0,103,71
3199,40,56,36,0,54,84
3200,92,72,112,0,27,38
3201,28,80,92,7,96,71
3202,1,67,53,0,86,42
3203,29,41,36,0,103,11
3204,0,70,9,0,32,48
3205,71,97,59,0,18,26
3206,66,71,98,0,1,69
3207,75,70,25,0,9,70
3208,89,70,42,30,0,64
3209,61,88,72,0,0,68
3210,44,68,75,0,0,143
3211,26,90,27,0,0,127
3212,10,80,22,3,0,50
3213,37,85,51,1,1,21
3214,65,112,56,0,0,1
3215,60,69,73,0,0,43
3216,81,83,3,0,0,1
3217,61,65,10,0,0,18
3218,72,121,28,0,0,19
3219,89,99,10,0,0,24
3220,19,88,0,0,0,5
3221,73,87,0,0,9,0
3222,108,56,6,0,0,49
3223,65,0,57,0,0,21
3224,102,0,10,0,19,54
3225,33,64,56,0,16,95
3226,42,110,63,0,0,97
3227,78,71,103,0,0,14
3228,56,75,45,0,10,75
3229,70,61,42,11,1,61
3230,77,74,57,2,9,98
3231,62,90,12,0,1,59
3232,84,103,0,0,0,3
3233,60,41,5,0,0,31
3234,45,93,20,0,0,68
3235,46,43,39,0,0,98
3236,47,29,40,5,2,86
3237,61,25,58,1,2,82
3238,64,60,37,0,3,98
3239,81,75,13,0,0,104
3240,74,103,85,0,0,9
3241,106,81,75,1,0,53
3242,62,65,47,0,0,58
3243,23,106,31,0,0,64
3244,58,66,13,0,0,72
3245,29,64,0,0,0,59
3246,52,72,0,0,0,6
3247,23,117,3,0,0,7
3248,63,84,10,0,28,1
3249,75,96,44,0,18,57
3250,71,77,44,0,0,3
3251,54,102,91,0,4,6
3252,88,79,41,0,47,45
3253,31,67,22,6,24,44
3254,18,94,61,0,8,105
3255,3,33,82,0,28,49
3256,35,23,103,13,70,65
3257,0,37,65,6,79,70
3258,0,5,32,19,70,46
3259,38,82,74,0,79,2
3260,0,89,61,23,83,0
3261,0,81,0,16,40,0
3262,1,38,18,20,0,0
3263,0,20,0,1,0,2
3264,1,33,0,0,0,25
3265,0,104,5,0,18,13
3266,0,98,44,0,59,0
3267,0,60,40,22,90,6
3268,11,37,85,0,101,26
3269,13,80,45,29,81,48
3270,16,73,56,48,56,65
3271,4,108,14,20,0,68
3272,7,73,74,18,34,60
3273,0,47,102,86,78,64
3274,1,87,66,119,70,84
3275,0,43,61,29,85,80
3276,0,55,18,27,78,21
3277,0,106,28,98,119,43
3278,0,85,62,19,111,55
3279,0,75,42,17,90,14
3280,0,92,64,35,60,66
3281,10,70,55,53,72,59
3282,15,91,5,59,15,37
3283,0,65,37,30,0,31
3284,4,59,75,40,0,74
3285,0,100,20,0,5,46
3286,0,54,6,80,48,26
3287,0,46,54,40,12,13
3288,0,70,55,0,82,0
3289,11,73,8,5,22,50
3290,78,70,63,62,5,36
3291,0,66,58,5,94,28
3292,0,62,7,8,96,30
3293,1,72,49,74,95,15
3294,12,73,80,104,116,5
3295,4,88,40,64,64,0
3296,15,37,0,47,24,0
3297,0,60,22,76,46,0
3298,0,59,5,167.5278646,63,0
3299,0,80,37,79,88,0
3300,0,101,39,104,127,0
3301,0,49,15,122,112,0
3302,0,40,59,65,81,0
3303,2,21,99,102,12,0
3304,0,75,60,39,40,0
3305,3,27,75,91,53,0
3306,10,58,37,67,55,0
3307,0,27,1,55,49,0
3308,0,51,39,30,4,0
3309,70,75,58,98,0,0
3310,52,36,56,12,0,0
3311,50,43,71,46,0,7
3312,30,65,67,13,4,2
3313,2,86,47,0,0,0
3314,3,69,66,8,5,18
3315,0,85,51,6,14,3
3316,0,93,30,27,0,6
3317,8,63,44,60,0,0
3318,0,108,42,65,0,0
3319,0,80,69,18,0,0
3320,17,64,33,12,0,3
3321,39,68,82,0,19,0
3322,40,128,15,62,20,0
3323,24,85,0,0,5,0
3324,67,73,0,0,28,0
3325,60,85,1,0,23,0
3326,52,83,45,0,0,0
3327,16,118,95,0,0,92
3328,0,33,58,16,7,0
3329,55,28,67,0,0,0
3330,75,83,56,0,0,0
3331,73,112,76,0,22,0
3332,46,40,84,0,44,0
3333,84,78,15,0,64,0
3334,46,72,14,0,115,5
3335,92,102,40,0,148,32
3336,39,82,53,0,24,0
3337,67,36,6,0,23,0
3338,64,114,38,0,0,0
3339,53,86,41,0,0,0
3340,51,68,51,0,0,0
3341,21,12,51,0,0,0
3342,0,0,38,0,0,0
3343,0,26,39,0,1,0
3344,2,27,46,0,19,0
3345,65,8,38,0,45,0
3346,75,64,65,0,73,0
3347,112,78,103,0,130,0
3348,99,37,83,0,29,0
3349,90,96,9,0,72,0
3350,57,84,48,0,91,0
3351,30,99,0,0,95,0
3352,44,63,0,0,115,0
3353,47,80,0,0,78,0
3354,47,96,6,0,58,5
3355,55,92,31,0,24,73
3356,74,86,32,0,93,11
3357,39,67,26,0,29,0
3358,4,54,29,0,70,0
3359,41,20,9,0,24,47
3360,83,20,37,0,8,21
3361,30,84,44,0,0,67
3362,26,81,94,0,9,0
3363,0,86,50,0,0,31
3364,16,117,32,0,0,2
3365,0,93,16,0,8,17
3366,0,59,55,0,3,16
3367,0,46,51,0,5,5
3368,0,60,11,0,0,0
3369,3,51,60,0,8,12
3370,51,68,20,0,0,33
3371,22,66,19,0,0,9
3372,2,91,50,0,0,0
3373,0,72,11,0,0,18
3374,0,52,26,0,9,6
3375,0,24,30,0,0,43
3376,0,78,16,0,0,0
3377,3,69,48,0,0,0
3378,0,98,22,0,0,0
3379,0,65,40,0,4,6
3380,0,13,9,0,0,0
3381,0,40,12,0,1,31
3382,0,68,25,0,0,58
3383,0,46,0,0,0,21
3384,0,66,40,0,3,139
3385,0,98,37,0,10,138
3386,0,79,8,0,2,87
3387,0,69,23,0,0,76
3388,0,91,2,1,0,3
3389,0,89,5,0,15,11
3390,0,82,0,0,6,1
3391,0,54,0,0,0,44
3392,0,50,6,6,0,62
3393,0,92,0,1,0,68
3394,0,39,0,0,0,97
3395,0,62,0,0,0,104
3396,0,75,0,0,18,80
3397,2,40,0,0,7,12
3398,0,71,0,0,0,61
3399,11,96,0,0,13,0
3400,0,27,0,0,5,37
3401,0,43,0,0,0,83
3402,0,91,0,0,0,96
3403,0,58,0,2,0,128
3404,0,105,0,0,54,106
3405,0,83,0,0,110,103
3406,0,83,0,0,89,39
3407,0,62,0,0,150,39
3408,1,75,0,0,69,122
3409,0,90,0,0,48,30
3410,0,88,0,0,120,94
3411,0,82,15,0,112,107
3412,0,52,24,0,4,82
3413,0,23,0,0,0,95
3414,0,25,24,8,0,15
3415,0,6,29,45,0,0
3416,0,97,64,0,0,0
3417,16,62,50,0,0,0
3418,5,60,81,30,6,0
3419,0,21,88,0,54,6
3420,0,33,44,16,68,91
3421,0,5,48,30,61,39
3422,0,18,35,37,62,107
3423,5,13,67,8,121,47
3424,0,67,77,12,77,70
3425,0,44,12,33,73,73
3426,0,0,0,10,41,13
3427,1,0,0,34,79,81
3428,34,6,15,0,55,63
3429,0,44,36,3,21,8
3430,8,13,18,0,51,38
3431,0,0,0,10,90,70
3432,0,0,7,23,51,29
3433,0,0,89,16,17,54
3434,0,43,69,0,15,20
3435,0,7,55,3,8,0
3436,24,7,32,0,0,0
3437,0,0,42,0,4,0
3438,0,3,54,27,0,47
3439,0,0,71,0,0,0
3440,0,0,38,0,0,1
3441,11,0,41,14,0,0
3442,0,43,80,5,0,0
3443,33,0,17,9,0,0
3444,5,0,43,0,0,0
3445,22,0,10,11,0,0
3446,7,22,28,89,0,0
3447,13,50,46,53,0,0
3448,0,62,68,42,0,0
3449,79,43,70,66,0,0
3450,81,13,66,53,0,0
3451,63,0,69,0,0,0
3452,65,0,57,0,0,6
3453,55,0,50,0,0,0
3454,70,23,25,1,0,0
3455,55,10,53,8,0,0
3456,6,0,73,0,0,0
3457,60,21,37,10,0,0
3458,82,0,43,42,0,0
3459,31,0,47,58,0,0
3460,2,0,68,49,0,1
3461,17,0,11,48,0,8
3462,73,10,1,31,0,6
3463,78,0,0,62,0,15
3464,63,4,0,58,0,0
3465,53,0,30,26,0,0
3466,28,0,0,0,0,0
3467,0,0,0,0,0,0
3468,0,0,0,0,0,0
3469,64,0,0,0,0,18
3470,122,0,8,29,0,0
3471,89,0,19,0,0,0
3472,85,0,28,11,0,0
3473,33,0,41,0,0,0
3474,68,0,24,0,16,0
3475,28,1,40,0,0,0
3476,6,0,2,0,0,0
3477,32,5,0,0,0,0
3478,26,0,50,0,11,5
3479,9,69,1,0,26,0
3480,12,3,0,0,3,0
3481,5,17,3,0,18,0
3482,2,0,21,0,2,27
3483,18,0,16,0,35,37
3484,4,0,0,0,90,7
3485,21,38,0,0,12,0
3486,0,21,3,0,16,20
3487,27,0,0,0,0,113
3488,0,7,0,0,12,13
3489,7,28,0,0,0,0
3490,0,0,0,0,39,0
3491,0,0,0,0,72,26
3492,0,8,0,0,68,4
3493,0,0,0,0,50,10
3494,0,32,0,0,85,83
3495,0,61,0,0,14,98
3496,0,33,0,0,52,84
3497,0,71,13,0,40,52
3498,0,72,26,0,105,81
3499,0,91,0,0,83,84
3500,0,32,71,0,44,68
3501,0,84,5,0,41,75
3502,0,83,52,0,55,97
3503,0,71,0,0,74,19
3504,0,52,22,0,43,58
3505,0,82,40,0,23,54
3506,0,32,43,0,10,42
3507,0,91,65,0,0,44
3508,0,106,32,0,0,88
3509,0,59,25,0,21,62
3510,0,32,41,0,17,104
3511,0,56,65,0,6,103
3512,0,29,25,0,0,39
3513,0,73,56,5,0,44
3514,0,21,70,32,0,57
3515,4,60,0,14,0,48
3516,24,71,0,9,0,19
3517,0,1,0,35,0,14
3518,0,3,0,3,0,46
3519,0,73,1,0,10,3
3520,0,37,43,0,0,0
3521,3,16,31,0,2,9
3522,0,13,0,19,0,0
3523,0,0,34,86,0,0
3524,0,38,91,76,12,0
3525,0,40,45,12,2,0
3526,42,8,53,0,17,0
3527,9,10,58,0,29,0
3528,0,26,41,0,11,0
3529,26,12,1,0,13,0
3530,16,6,37,0,33,0
3531,13,36,51,20,138,0
3532,5,0,65,0,29,0
3533,0,1,37,2,14,18
3534,44,5,41,13,0,0
3535,61,1,26,0,0,0
3536,83,0,19,0,0,0
3537,36,49,6,0,0,2
3538,31,6,60,0,6,0
3539,45,60,8,0,26,0
3540,21,0,0,0,44,10
3541,18,63,0,0,32,0
3542,3,66,0,5,74,0
3543,18,94,2,5,96,0
3544,84,0,10,42,110,0
3545,68,3,51,13,73,0
3546,1,43,32,1,89,0
3547,0,25,70,0,26,0
3548,9,79,117,0,51,0
3549,72,72,68,0,24,0
3550,65,28,19,0,0,0
3551,45,43,33,0,38,0
3552,41,15,22,0,31,0
3553,0,14,48,16,24,0
3554,49,61,60,0,0,0
3555,76,27,60,0,1,0
3556,51,34,26,0,20,0
3557,51,16,10,0,0,6
3558,67,40,0,0,7,0
3559,33,25,0,0,0,0
3560,43,0,0,0,0,15
3561,5,0,2,0,0,0
3562,0,5,5,0,18,0
3563,0,11,0,0,0,1
3564,4,0,0,0,3,0
3565,0,14,0,0,0,0
3566,2,0,0,0,14,0
3567,0,19,0,0,0,23
3568,0,0,0,0,1,22
3569,0,0,0,0,2,0
3570,0,0,29,0,0,0
3571,0,0,14,0,0,13
3572,0,0,45,0,10,16
3573,0,14,57,0,4,69
3574,0,0,45,0,0,30
3575,0,0,89,0,0,3
3576,0,13,39,0,0,0
3577,0,23,13,0,0,0
3578,0,11,9,0,0,0
3579,0,13,53,17,0,0
3580,0,29,97,24,0,0
3581,0,17,52,0,0,0
3582,0,12,27,23,0,5
3583,0,25,51,50,0,0
3584,0,98,38,4,0,0
3585,0,80,47,5,0,0
3586,0,73,27,0,0,0
3587,0,92,27,0,0,8
3588,0,62,19,0,0,0
3589,0,96,22,0,0,0
3590,0,73,3,0,0,0
3591,0,81,14,11,0,0
3592,0,70,5,17,0,30
3593,0,62,24,4,0,14
3594,0,101,18,19,0,7
3595,0,25,54,7,0,33
3596,0,70,22,14,0,0
3597,0,101,16,21,0,13
3598,0,36,23,2,0,8
3599,0,79,33,0,0,0
3600,0,68,23,0,0,17
3601,0,35,0,14,0,25
3602,0,82,0,20,0,0
3603,0,47,0,28,0,0
3604,0,52,0,22,0,0
3605,0,112,7,16,0,0
3606,0,88,0,0,22,0
3607,0,22,8,4,2,0
3608,0,11,0,98,0,0
3609,0,24,1,37,0,0
3610,0,37,1,4,0,4
3611,0,32,6,0,0,4
3612,0,35,0,0,0,7
3613,0,24,6,10,0,0
3614,0,9,0,28,0,0
3615,0,0,5,40,0,0
3616,0,0,0,101,0,0
3617,0,1,16,106,0,0
3618,0,3,59,42,0,0
3619,8,24,60,21,0,0
3620,58,0,42,122,0,0
3621,8,0,45,110,0,0
3622,0,0,22,117,0,0
3623,1,0,46,75,1,0
3624,1,0,64,28,0,18
3625,7,0,19,100,0,0
3626,0,0,72,149,0,0
3627,0,0,61,93,0,0
3628,0,0,0,116,0,8
3629,0,0,0,70,0,0
3630,10,0,0,128,0,0
3631,25,0,2,56,10,0
3632,45,0,50,50,0,11
3633,28,0,56,19,0,0
3634,1,0,41,8,0,0
3635,2,0,22,0,2,0
3636,60,0,23,0,0,0
3637,0,5,7,2,0,0
3638,0,49,36,12,0,2
3639,0,0,29,0,0,11
3640,0,0,74,0,62,22
3641,0,0,49,21,0,1
3642,0,0,22,0,0,0
3643,0,0,39,0,0,0
3644,0,0,68,0,0,0
3645,28,0,76,0,0,0
3646,9,0,49,13,0,1
3647,0,0,54,57,0,0
3648,0,21,31,22,0,0
3649,0,28,19,9,0,0
3650,0,17,12,0,0,0
3651,0,84,48,0,0,0
3652,0,118,44,0,0,0
3653,10,29,48,0,0,0
3654,23,84,41,0,0,0
3655,0,84,50,0,0,1
3656,0,64,46,0,0,0
3657,0,53,37,8,0,0
3658,0,97,57,0,0,0
3659,0,59,30,0,0,7
3660,0,90,40,0,0,0
3661,0,91,50,0,0,0
3662,0,55,48,0,0,3
3663,0,52,14,0,0,13
3664,0,89,23,2,0,23
3665,0,83,46,0,0,6
3666,15,72,16,0,0,25
3667,0,44,0,0,0,31
3668,0,41,26,0,0,5
3669,70,32,40,0,0,12
3670,0,23,18,0,0,0
3671,0,0,27,0,0,0
3672,0,18,0,0,0,30
3673,0,11,0,0,0,17
3674,0,59,0,0,0,0
3675,21,25,0,0,0,53
3676,0,73,0,0,0,103
3677,50,89,0,0,0,69
3678,0,73,0,8,0,87
3679,0,59,0,0,0,71
3680,0,28,0,0,0,53
3681,0,59,0,0,0,6
3682,0,28,0,0,0,0
3683,0,70,0,0,22,28
3684,0,73,0,0,0,67
3685,0,64,0,0,0,98
3686,0,86,0,0,0,27
3687,0,85,0,0,0,7
3688,17,93,0,0,2,34
3689,15,74,0,0,0,90
3690,20,53,0,0,1,100
3691,0,4,0,0,15,101
3692,28,65,0,0,0,56
3693,25,90,0,0,0,63
3694,13,57,0,0,1,45
3695,45,13,0,0,19,71
3696,20,9,0,0,27,82
3697,16,85,0,0,1,87
3698,24,64,0,0,27,54
3699,10,82,0,0,39,0
3700,60,85,0,0,41,37
3701,102,63,0,0,0,9
3702,66,55,0,0,0,0
3703,60,97,0,0,0,24
3704,23,95,0,0,35,17
3705,92,41,0,0,63,0
3706,75,5,0,0,47,0
3707,23,48,0,0,58,0
3708,39,78,0,0,56,0
3709,73,92,0,0,25,2
3710,62,69,0,0,35,0
3711,9,64,0,0,16,0
3712,9,81,0,0,60,0
3713,0,67,0,39,25,0
3714,0,47,0,9,0,0
3715,0,43,0,0,17,0
3716,0,96,0,42,31,0
3717,0,41,0,0,37,3
3718,0,54,0,0,28,0
3719,0,6,12,0,21,0
3720,0,0,3,0,43,0
3721,0,0,34,0,6,0
3722,0,0,33,0,24,0
3723,0,0,11,0,21,0
3724,0,0,7,1,0,0
3725,0,5,0,0,2,0
3726,2,29,10,0,14,0
3727,3,13,0,0,0,0
3728,17,7,24,0,0,1
3729,0,0,70,0,0,21
3730,15,0,52,0,3,11
3731,0,4,56,0,5,53
3732,0,0,32,0,7,0
3733,0,0,52,0,0,0
3734,7,0,41,7,0,0
3735,0,3,3,0,0,0
3736,5,0,15,0,0,0
3737,0,0,3,0,3,0
3738,13,0,0,11,0,0
3739,0,0,0,0,0,0
3740,0,0,0,0,0,0
3741,0,0,0,0,0,0
3742,0,0,0,0,0,0
3743,0,0,3,25,0,0
3744,0,0,3,0,0,0
3745,0,0,0,0,0,0
3746,7,0,0,0,0,0
3747,0,0,0,0,0,0
3748,10,0,0,0,0,0
3749,0,0,0,0,0,0
3750,0,0,0,4,0,0
3751,0,0,0,6,0,0
3752,0,0,0,0,0,8
3753,7,0,0,10,0,0
3754,1,0,0,38,0,0
3755,0,0,0,19,0,0
3756,0,0,0,19,0,3
3757,0,0,0,0,0,0
3758,0,0,0,29,0,0
3759,0,0,0,0,0,0
3760,0,0,23,17,0,7
3761,4,0,5,3,0,2
3762,1,0,20,25,0,0
3763,0,0,103,41,0,0
3764,7,0,49,0,0,3
3765,0,0,6,34,0,0
3766,12,0,0,49,0,8
3767,0,0,0,4,0,2
3768,0,0,0,13,0,23
3769,0,0,0,0,0,0
3770,0,0,0,0,0,0
3771,0,0,0,0,0,3
3772,0,0,6,0,0,4
3773,0,0,6,0,0,0
3774,0,0,0,15,0,0
3775,0,0,24,0,0,9
3776,11,0,0,0,0,8
3777,0,0,0,0,0,0
3778,0,0,0,0,0,0
3779,0,0,0,0,0,1
3780,0,0,0,0,0,1
3781,0,0,0,11,0,3
3782,0,0,0,22,0,0
3783,0,0,0,0,0,0
3784,0,0,0,0,0,3
3785,0,0,0,0,0,0
3786,0,0,0,0,0,0
3787,0,0,38,0,0,0
3788,2,0,10,0,0,0
3789,16,0,6,0,0,0
3790,0,0,2,3,0,0
3791,0,0,0,0,0,0
3792,0,0,0,0,0,0
3793,5,0,0,0,0,0
3794,0,0,0,0,0,0
3795,0,0,0,0,0,0
3796,0,0,11,1,0,0
3797,0,0,9,0,0,17
3798,0,0,0,0,0,34
3799,3,8,0,0,0,32
3800,0,31,0,0,8,0
3801,0,0,0,0,0,0
3802,0,0,0,0,0,0
3803,0,12,0,0,41,8
3804,0,15,27,0,0,0
3805,1,43,0,0,39,0
3806,0,11,7,0,0,0
3807,13,0,0,13,11,0
3808,0,18,0,27,19,0
3809,2,39,0,20,12,0
3810,0,82,3,39,5,0
3811,0,15,4,18,32,0
3812,0,4,0,11,10,0
3813,0,33,0,1,18,0
3814,0,74,0,3,1,0
3815,0,68,0,26,56,0
3816,0,52,0,39,17,0
3817,0,64,0,18,16,0
3818,0,54,0,26,5,0
3819,0,24,0,6,12,0
3820,0,24,0,21,0,0
3821,0,15,0,35,16,0
3822,0,16,0,23,8,0
3823,0,1,0,123,0,0
3824,0,0,4,98,0,3
3825,0,38,0,34,6,0
3826,0,0,0,42,3,0
3827,23,0,0,7,3,21
3828,0,0,0,39,0,22
3829,0,0,0,97,2,0
3830,3,0,0,85,0,15
3831,0,0,0,102,0,0
3832,0,2,0,85,0,0
3833,10,12,0,44,0,10
3834,7,0,0,71,0,6
3835,0,0,0,35,0,5
3836,0,0,6,62,0,0
3837,16,0,26,32,0,0
3838,0,0,28,5,0,0
3839,36,0,31,0,0,0
3840,13,0,46,0,0,10
3841,42,0,19,20,0,0
3842,89,0,11,94,0,0
3843,96,0,6,0,0,0
3844,94,0,66,0,0,0
3845,84,0,47,0,0,0
3846,20,0,37,0,0,0
3847,0,0,19,0,0,22
3848,22,0,14,35,0,5
3849,82,0,46,0,0,0
3850,44,0,89,0,37,0
3851,2,0,34,0,20,0
3852,13,0,37,2,10,9
3853,10,0,23,0,4,0
3854,20,0,53,0,35,0
3855,0,0,50,0,48,0
3856,0,0,20,0,17,0
3857,0,0,46,0,6,0
3858,0,0,31,0,0,0
3859,0,5,74,0,0,0
3860,0,0,25,0,24,0
3861,0,0,24,0,5,0
3862,0,0,0,0,5,0
3863,0,0,0,0,36,0
3864,0,0,0,0,0,0
3865,44,0,0,0,0,0
3866,1,0,0,1,0,7
3867,0,0,0,0,41,0
3868,0,0,0,2,32,0
3869,0,0,0,0,58,8
3870,0,0,0,28,45,0
3871,0,0,0,0,54,0
3872,0,0,0,8,62,0
3873,0,0,0,0,60,0
3874,7,0,0,0,37,0
3875,0,0,0,0,19,0
3876,0,0,0,0,44,0
3877,0,0,0,0,0,0
3878,0,9,0,0,25,0
3879,0,0,0,0,23,0
3880,0,37,0,0,2,0
3881,0,25,0,0,0,0
3882,0,0,0,0,0,8
3883,0,0,0,0,0,0
3884,0,0,0,0,27,0
3885,0,12,0,0,1,0
3886,5,0,0,0,0,21
3887,13,21,0,0,0,0
3888,0,0,0,0,0,0
3889,0,0,0,0,0,1
3890,0,0,0,0,0,0
3891,0,0,0,0,52,7
3892,0,0,0,0,48,21
3893,0,0,0,0,0,2
3894,0,0,0,0,0,5
3895,0,0,0,0,0,0
3896,0,0,6,0,0,0
3897,0,0,0,0,19,0
3898,0,0,0,0,5,17
3899,0,0,0,0,0,72
3900,0,0,0,6,0,22
3901,0,0,0,2,0,0
3902,0,0,0,0,16,0
3903,0,0,0,0,30,0
3904,17,11,0,0,0,0
3905,0,34,0,0,0,0
3906,0,0,0,23,27,4
3907,0,0,0,6,0,10
3908,0,0,0,0,3,19
3909,0,0,0,16,0,26
3910,2,0,0,0,0,0
3911,0,0,0,7,0,0
3912,1,0,0,0,0,0
3913,0,0,0,0,0,0
3914,0,0,0,0,0,34
3915,0,0,0,0,0,18
3916,1,0,0,0,0,7
3917,2,0,36,0,0,0
3918,14,0,7,2,15,3
3919,0,0,0,1,0,42
