time (min),fem1,fem2,fem3,fem4,fem5,fem6,fem7,fem8,fem9,fem10,fem11,fem12,fem13,fem14
41,869.7715106800546,832.7759314606042,824.6014454264167,824.0508381450238,803.800464888456,831.518303525365,755.1989324091386,793.0968310899751,816.5716227441495,754.9539737962391,805.3978970489622,835.3422713576765,782.0199176880953,829.0504450319053
42,862.7863595711896,826.1422349480646,818.0744931286883,817.4755906163969,797.2479114750483,824.8045877933382,749.0323992841936,786.6013930031053,809.8940857536412,748.7624200782192,798.9984168919199,828.582440349747,775.643815984222,822.6140411199485
43,855.7797637197132,819.4491609831668,811.5118240679553,810.8266843096025,790.5912857779806,818.0353441524609,742.7280177431668,780.0423448304082,803.1751175656713,742.4565873907801,792.5383101094177,821.7665947663991,769.2400296372555,816.1176047467405
44,848.5037846225626,812.5300445342672,804.6688395403094,803.9334700427738,783.7250781520162,811.0774802349364,736.2276769358126,773.2993092767558,796.2403258834782,735.9857904117835,785.8449568970002,814.7091903523828,762.594379225712,809.3835433071816
45,841.3282740053932,805.7119053115982,797.9258508465979,797.1323143096466,776.9086809017888,804.1442662841933,729.781590238417,766.5759219745743,789.3923479119169,729.5263620168633,779.2755007244505,807.7284579241904,755.9616554085072,802.7300243494195
46,833.8622369511764,798.6760191136127,790.9308190418462,790.0936394422505,769.942434399334,797.0067771152707,723.2219199011979,759.6632624554156,782.3238474594152,722.9225375770145,772.4410070806643,800.5719362351804,749.1898710731616,795.8478533886279
47,826.628072166713,791.8052137955585,784.1977209636033,783.282362303369,763.0995732955739,790.0427005135404,716.7997118889783,752.8938342392801,775.4134783123105,716.4415504091506,765.8042946503269,793.5115092636235,742.5525075288216,789.1650767466454
48,819.1760615526179,784.6667987646326,777.1922772858621,776.233438135285,756.036326103106,782.821657685923,710.1042390224123,745.918193573273,768.3353046113904,709.7599416608994,758.9257364651688,786.2689166623372,735.7072633437089,782.2510216978422
49,811.6378841711191,777.5155151206978,770.1236613966488,769.1313437640532,748.9562553103322,775.6008710142639,703.4588313580778,738.9165234908402,761.1219828690344,703.0517590112411,751.9975275417959,779.0132446599821,728.8490331996978,775.2741215501125
50,804.1856439558941,770.4395040402447,763.1620496747813,762.1049030807104,741.9299184208724,768.4506660566827,696.8702886599805,731.9770369785679,754.0120512363575,696.4393740419316,745.1764140414732,771.825201060217,722.0462416933138,768.3794067487488
51,796.6392980101658,763.2696869562865,756.0847040445595,754.9649181440501,734.796744605475,761.181410988676,690.1989078167857,724.9289236688842,746.8116284680168,689.6841170453546,738.2446929321076,764.5295265175032,715.1415498934252,761.4127162014609
52,788.6854318488001,755.7208032041113,748.5671552107266,747.4309692479417,727.3175418586528,753.5468155330607,683.1027482776868,717.5618957077209,739.3065655741593,682.6016543611717,730.9059409864129,756.8551579128525,707.9138132828923,754.0162172844106
53,781.12827092197,748.5686171214895,741.5073037054683,740.325039682589,720.2409115572257,746.2985738114371,676.4484773790244,710.5142734193544,732.1021634581124,675.9171200158091,723.9927295189428,749.5243161631188,701.0272889196739,747.0555330915976
54,773.4350487308045,741.2553602557182,734.3023624230516,733.0690939492711,712.981433556279,738.9035353812653,669.6242580613965,703.3256086456627,724.769765735805,669.0577253472297,716.9407517789701,742.097518200957,693.9737243660533,739.95200214149
55,765.6742957716338,733.9097416596683,727.0081966096303,725.776031086835,705.7152459732462,731.4646818874439,662.8679430249439,696.1292050760887,717.3792025716788,662.1804806494894,709.8495054457411,734.6472875218232,686.8845888540163,732.7606254840061
56,757.8424030662205,726.4619055537955,719.6738334376464,718.3735683201425,698.3648463525055,723.9559814804418,655.9698754925759,688.8446451524076,709.9051336098447,655.2798366471366,702.6561005158959,727.1143484244587,679.744123957808,725.5122687913752
57,750.0725387017434,719.0491025739565,712.3568340710674,711.0014304133042,691.039878928014,716.4712908977822,649.1034844978986,681.6019752532071,702.4629597460648,648.343835734778,695.4769101925779,719.5938651016374,672.6407859746664,718.2840932717844
58,742.0680951383603,711.4473823590864,704.817604834522,703.4278168645477,683.5396884327404,708.7979072694355,642.0451442782964,674.2051889831383,694.8765395480594,641.2590962385547,688.1287341101398,711.861168314839,665.3591034790932,710.8507016747328
59,734.1744709702151,703.967244003414,697.3798980095962,695.9921867905988,676.1254893249778,701.2344795257067,635.0830537585238,666.8544001115077,687.420827583218,634.25354703162,680.895851143909,704.289744410091,658.1665099411207,703.5510030242684
60,726.2285678600084,696.4418568348096,689.9267914151193,688.5192088187531,668.6845715149885,693.6357783702281,628.1491240252419,659.4674681021511,679.8900890254633,627.2376716022459,673.6226838756388,696.6541930221745,650.9187162496306,696.2082461478664
61,718.3421540782988,688.9916586725382,682.5450927471429,681.089836557523,661.2962349119877,686.0622560449033,621.240180995947,652.1540838229226,672.4220133781839,620.2455756678806,666.4026755719792,689.0431323073511,643.7303693737225,688.9136786605706
62,710.5405531780413,681.5596192213895,675.2182365010602,673.714994116819,653.9557190756259,678.5515981525813,614.3766624026314,644.8765008473048,664.9782075131119,613.3402995900232,659.2230202970153,681.5453176418955,636.6126219682727,681.6728123395491
63,702.671019538703,674.0800454985134,667.8267163386614,666.2920702226706,646.5645769058827,671.0219116800513,607.4823636694717,637.5584203047539,657.496494309557,606.3523338916065,651.9881231677534,673.9431747839016,629.4419824709457,674.3793031326773
64,694.6852062542283,666.5027372587805,660.3185388310327,658.7465027465543,639.0919954666513,663.3864759082512,600.4820967039157,630.1743659076931,649.9177617913483,599.3087334624089,644.6658748064343,666.2796046146418,622.174145043467,666.9707722895806
65,686.8750255459114,659.0627644569504,652.9615855324505,651.3870666194244,631.7563324650584,655.8905021922425,593.6035858068722,622.8897426175831,642.4857969421465,592.4036358574939,637.4898815551481,658.7660965108149,615.0359934825242,659.72693082272
66,678.8481404493956,651.4583025623817,645.4113397227849,643.8372502597265,624.2841057339687,648.215626979569,586.6126375509243,615.4833233806546,634.8871513291301,585.3330984852357,630.1330531584008,651.0924732798452,607.8041621748604,652.2811227388106
67,670.876468673149,643.9113857171085,637.9194702592447,636.3076469847363,616.8555444263168,640.580095359935,579.6689342462906,608.1080637971668,627.3636679121142,578.3402902847246,622.8109444346048,643.4345032043828,600.5639162622043,644.9047955821098
