time (min),fem1,fem2,fem3,fem4,fem5,fem6,fem7,fem8,fem9,fem10,fem11,fem12,fem13,fem14
3042,7,12,54,35,98,24,29,90,37,23,108,91,24,32
3043,2,25,55,41,60,55,48,20,14,11,88,43,29,66
3044,44,41,58,50,55,29,31,44,91,82,73,30,30,13
3045,52,46,54,35,44,68,52,1,13,70,64,15,30,18
3046,15,53,50,41,107,30,37,61,85,45,85,5,39,63
3047,24,41,5,21,84,47,1,49,50,41,76,65,31,68
3048,21,71,56,15,86,44,39,77,102,21,81,66,55,31
3049,46,8,8,84,89,17,53,54,69,50,30,22,49,34
3050,19,0,8,22,34,44,48,44,61,14,53,17,31,0
3051,2,17,39,35,73,10,49,45,33,2,12,54,61,35
3052,33,0,27,57,85,15,42,49,47,30,22,80,6,26
3053,10,25,77,57,82,2,52,66,19,49,9,15,35,15
3054,26,72,66,62,73,24,32,60,5,81,43,61,0,0
3055,33,53,50,57,21,33,60,69,28,36,81,34,0,21
3056,15,41,67,36,10,42,62,44,83,2,59,85,6,0
3057,3,34,55,19,13,34,51,49,68,26,51,90,47,9
3058,41,79.54686296,50,7,10,44,53,40,68,51,25,8,56,4
3059,20,39,40,41,76,31,51,83,56,51,56,12,57,52
3060,18,34,40,4,53,17,55,75,41,8,102,0,53,27
3061,44,0,22,0,52,35,44,58,60,1,103,0,6,57
3062,5,0,35,46,32,56,42,82,58,13,70,37,12,45
3063,5,0,54,51,43,23,20,100,81,18,68,82,0,89
3064,14,2,43,41,105,39,62,89,24,24,65,36,0,41
3065,12,33,64,54,74,47,59,64,18,38,26,13,0,12
3066,22,9,41,32,62,18,50,76,9,89,46,37,0,76
3067,7,3,72,42,43,26,48,77,0,70,35,109,0,34
3068,31,23,74,47,63,43,63,37,0,51,60,59,0,10
3069,31,41,65,27,70,19,53,77,10,78,104,61,0,47
3070,18,50,23,50,52,14,35,69,13,15,109,48,0,37
3071,3,37,26,24,73,17,31,42,16,11,100,41,0,70
3072,3,32,22,30,39,44,27,31,31,47,47,64,0,8
3073,20,50,56,0,64,62,12,10,56,57,40,81,0,34
3074,27,42,66,17,85,47,4,14,41,55,43,15,0,20
3075,16,43,18,48,34,45,52,91,92,37,88,32,0,56
3076,24,47,49,12,1,59,75,60,49,18,96,64,0,45
3077,33,39,59,0,41,13,56,69,74,11,50,70,0,58
3078,9,25,69,29,34,44,47,74,77,0,49,26,23,18
3079,17,17,55,87,38,41,41,58,2,14,24,36,24,4
3080,27,17,39,65,94,42,63,69,38,44,88,78,23,46
3081,2,40,27,53,77,37,48,53,37,38,104,60,35,17
3082,14,28,48,85,46,16,70,24,0,86,57,34,55,11
3083,27,30,59,49,71,44,53,25,28,61,59,50,43,33
3084,42,31,39,0,93,66,38,28,80,65,109,58,2,0
3085,49,30,50,59,54,30,67,33,74,79,93,4,35,0
3086,22,61,59,25,97,41,49,77,34,57,77,22,15,0
3087,31,22,53,23,50,54,62,32,54,10,84,17,21,0
3088,35,0,53,48,29,81,21,0,57,80,93,63,54,14
3089,27,5,43,31,0,66,46,51,19,41,90,83,18,15
3090,0,19,43,47,14,42,35,47,8,76,46,39,2,15
3091,0,56,5,44,28,19,23,56,32,61,4,61,7,0
3092,36,30,16,36,61,44,38,34,110,81,26,63,0,0
3093,30,13,68,47,49,19,19,58,47,68,33,51,7,0
3094,19,41,50,70,92,57,45,41,0,82,68,90,42,0
3095,1,24,64,31,82,49,21,42,39,84,13,86,44,0
3096,38,36,73,70,58,20,76,52,104,64,0,74,59,0
3097,32,27,86,72,63,18,59,31,104,51,23,47,44,0
3098,0,38,40,77,68,6,60,51,36,15,102,13,44,0
3099,7,51,21,61,91,64,54,46,95,46,102,20,38,0
3100,18,44,38,22,68,52,62,45,38,23,82,19,26,0
3101,4,38,70,29,48,41,44,64,0,93,34,50,35,0
3102,23,59,32,47,21,48,24,38,0,98,24,41,15,0
3103,44,38,43,35,30,32,35,27,1,71,28,84,4,14
3104,54,38,73,43,42,46,60,44,51,41,102,37,56,3
3105,21,35,62,33,40,39,51,23,0,13,83,46,61,35
3106,4,23,64,6,15,50,29,68,60,46,80,27,14,6
3107,62,30,41,72,53,30,0,57,103,19,94,8,51,0
3108,17,1,19,60,5,61,4,64,85,9,74,12,34,0
3109,1,0,50,48,30,53,57,39,95,26,66,1,45,0
3110,0,10,76,31,62,27,51,47,79,12,79,27,26,21
3111,7,12,44,26,75,48,14,47,28,6,61,50,35,56
3112,25,1,41,70,43,48,0,26,54,50,89,2,0,28
3113,25,20,28,47,51,54,16,25,78,26,82,31,0,25
3114,75,21,37,54,59,38,53,74,52,53,66,33,15,11
3115,54,32,57,12,106,44,45,80,0,14,59,75,22,0
3116,23,24,59,26,58,4,51,65,6,72,80,63,1,8
3117,29,40,2,69,69,14,46,56,66,45,56,43,31,11
3118,37,48,0,48,70,40,24,53,82,70,38,8,15,37
3119,30,42,24,40,86,39,32,83,31,44,58,31,0,42
3120,2,47,55,48,88,39,46,82,51,55,8,68,32,18
3121,0,19,52,51,76,42,61,54,54,19,0,52,4,66
3122,0,22,16,103,80,62,44,54,53,19,26,68,0,23
3123,5,21,62,25,61,10,38,75,85,19,69,69,0,13
3124,7,55,55,72,30,17,48,63,59,17,82,79,0,24
3125,7,42,65,61,91,28,29,21,68,40,75,35,0,29
3126,19,21,56,38,66,56,63,70,21,20,94,39,0,25
3127,0,30,52,53,69,59,52,54,0,4,83,67,0,35
3128,11,30,61,34,16,30,46,0,39,32,82,51,0,70
3129,23,0,50,0,71,66,30,0,89,73,64,73,0,43
3130,8,0,12,0,44,28,16,0,57,31,26,10,0,28
3131,6,0,67,55,96,41,2,8,48,0,13,24,0,0
3132,51,0,61,71,115,71,0,38,81,0,33,34,0,0
3133,2,14,45,90,99,48,0,65,44,64,30,17,16,0
3134,22,18,39,80,97,51,50,43,49,30,0,25,0,0
3135,10,34,65,42,54,30,57,56,56,24,41,0,0,0
3136,25,31,65,13,35,55,61,75,63,55,66,1,0,3
3137,1,64,16,48,62,28,23,30,47,38,81,17,0,21
3138,3,24,36,73,50,26,34,70,61,4,57,8,0,79
3139,35,16,24,80,34,28,24,59,52,65,13,0,0,51
3140,23,32,14,59,92,47,28,48,61,26,23,0,0,28
3141,28,33,46,55,100,55,55,50,38,0,26,0,0,48
3142,37,31,48,30,57,61,44,39,50,42,13,3,0,35
3143,27,33,58,50,46,19,21,26,55,36,20,0,0,40
3144,38,39,41,45,14,72,62,62,28,7,0,0,0,22
3145,10,27,28,0,29,29,45,40,10,44,24,5,0,47
3146,8,13,54,0,67,19,34,61,73,16,35,0,0,13
3147,21,0,60,0,118,47,40,51,77,51,7,0,0,58
3148,51,28,52,0,72,16,60,69,24,30,28,0,0,54
3149,50,31,52,0,4,40,45,49,0,0,33,0,0,26
3150,0,54,46,0,89,24,36,44,83,31,2,24,0,6
3151,29,21,54,0,63,18,54,13,79,15,4,0,0,34
3152,1,28,31,0,106,38,40,0,78,0,0,5,0,25
3153,28,31,42,8,51,38,32,66,35,8,34,0,0,39
3154,33,21,42,0,90,42,57,66,78,12,10,11,0,19
3155,9,45,48,0,112,53,36,62,137.5826596,32,9,0,0,15
3156,2,3,49,1,83,51,49,47,41,59,0,0,6,26
3157,39,25,24,11,76,16,40,69,87,56,6,0,0,49
3158,27,46,0,0,71,48,35,58,104,47,33,0,0,54
3159,20,14,13,0,60,21,29,28,69,28,78,0,0,36
3160,34,10,13,0,60,32,23,80,61,34,65,0,24,28
3161,13,18,48,0,77,29,35,9,55,65,41,0,17,30
3162,28,24,42,0,11,21,50,55,78,2,72,14,28,43
3163,7,60,21,0,8,51,29,59,26,36,78,0,0,76
3164,1,28,17,0,9,27,54,74,43,13,38,0,13,45
3165,58,64,23,0,17,32,24,48,2,0,63,0,34,30
3166,21,29,12,0,80,42,55,48,27,0,16,0,45,38
3167,13,25,61,0,101,50,50,58,30,0,7,0,60,28
3168,0,59,52,0,54,67,69,48,4,0,78,0,36,19
3169,0,14,75,1,44,33,53,27,8,12,72,6,0,75
3170,3,8,60,0,77,46,50,77,54,5,69,9,26,2
3171,34,0,27,0,110,74,15,45,82,32,22,3,26,42
3172,18,0,34,9,98,55,18,36,72,30,12,0,5,0
3173,31,0,32,0,88,1,11,0,28,71,30,0,25,8
3174,3,1,29,2,108,37,28,5,55,44,0,0,31,18
3175,0,1,40,0,84,74,36,66,52,56,0,0,25,23
3176,23,42,41,0,114,51,24,79,7,41,4,0,0,55
3177,17,40,44,8,74,48,0,58,0,38,12,3,14,69
3178,6,24,58,3,37,41,0,47,10,5,41,2,20,44
3179,36,54,44,14,80,54,18,54,0,13,33,0,0,56
3180,2,35,8,7,91,55,60,59,0,32,43,0,17,58
3181,32,60,18,6,76,69,51,98,0,27,32,0,1,48
3182,15,32,33,0,0,29,35,68,0,52,8,11,16,28
3183,1,37,26,0,25,25,58,52,15,44,0,2,0,15
3184,0,41,49,0,92,19,52,59,0,49,11,1,32,58
3185,30,27,51,0,97,38,41,77,10,0,0,0,56,27
3186,26,17,41,0,66,52,49,62,0,0,0,0,18,52
3187,44,3,65,10,33,82,10,30,0,5,5,20,11,53
3188,13,30,60,9,15,28,19,47,0,14,0,0,13,48
3189,49,32,28,5,60,0,52,97,8,27,0,0,42,52
3190,36,41,28,0,61,46,28,77,0,1,0,0,29,44
3191,29,39,36,0,90,44,12,54,0,62,0,0,51,42
3192,0,17,77,25,92,48,0,46,0,45,0,0,30,5
3193,20,38,66,0,104,51,15,54,0,9,16,0,19,54
3194,0,71,71,20,113,37,67,29,0,51,0,0,67,0
3195,1,42,50,12,65,54,43,18,0,24,0,0,78,30
3196,5,4,1,0,80,51,44,47,14,49,0,0,27,68
3197,43,23,8,0,45,45,24,62,0,3,12,0,55,20
3198,52,39,4,0,24,56,9,50,0,9,5,0,51,39
3199,29,8,32,0,50,59,15,52,0,2,0,0,32,31
3200,1,10,4,0,75,11,65,36,0,0,0,0,1,25
3201,7,3,41,3,62,70,57,84,0,0,0,0,6,38
3202,31,16,42,32,105,38,48,51,0,0,0,0,56,56
3203,28,4,54,11,105,60,55,78,0,0,0,18,86,25
3204,41,27,42,0,102,9,56,83,0,0,0,0,83,37
3205,46,9,45,0,64,14,63,0,0,0,0,0,56,57
3206,67,21,55,0,26,2,40,28,0,0,0,50,32,29
3207,42,52,21,0,45,68,31,56,0,0,0,10,16,7
3208,23,34,52,0,29,48,27,37,13,0,0,0,17,58
3209,0,20,43,0,75,74,39,82,0,0,0,0,8,41
3210,5,2,55,21,63,49,52,93,2,0,0,0,0,36
3211,1,19,35,19,107,52,56,58,5,0,0,0,0,50
3212,34,54,46,0,112,66,65,58,6,0,0,13,4,5
3213,44,51,22,0,57,49,58,27,8,0,0,85,0,11
3214,10,43,27,0,71,60,64,0,0,0,23,93,17,0
3215,4,31,35,0,40,40,3,13,0,3,0,19,45,27
3216,0,9,80,0,18,53,0,73,0,0,0,79,28,61
3217,0,42,62,0,52,41,0,88,0,0,0,43,9,60
3218,2,24,58,26,94,70,36,42,0,0,0,53,41,27
3219,0,57,22,44,85,44,24,46,0,0,0,60,61,51
3220,0,41,36,37,115,40,11,26,0,0,0,19,7,24
3221,0,17,49,24,96,24,21,0,0,0,0,42,0,28
3222,11,25,40,4,45,12,33,40,0,0,0,11,0,11
3223,34,53,45,83,97,70,56,66,5,0,0,0,0,32
3224,24,7,29,40,73,34,46,53,12,0,0,1,0,8
3225,23,41,46,34,58,38,27,37,12,0,0,12,10,67
3226,39,45,52,48,31,36,24,0,17,0,0,82,45,40
3227,31,40,67,38,49,60,63,3,0,0,0,62,17,83
3228,20,13,61,0,61,46,56,0,0,0,0,97,20,23
3229,30,8,42,15,66,9,51,0,0,0,0,101,23,47
3230,1,38,41,30,75,38,36,36,10,0,0,70,55,49
3231,0,55,29,0,78,20,49,49,25,0,0,5,34,36
3232,17,38,50,0,48,15,29,72,34,0,0,56,34,51
3233,27,24,49,15,57,55,49,44,0,0,0,13,9,9
3234,43,43,5,20,63,64,75,59,25,0,0,27,0,35
3235,40,44,0,9,40,15,47,63,0,0,0,62,0,32
3236,17,12,4,0,23,16,49,36,3,0,0,44,18,66
3237,19,47,23,23,97,26,45,44,69,0,0,8,64,12
3238,33,18,54,32,66,57,38,48,49,0,0,37,70,0
3239,4,20,56,24,66,41,18,65,36,0,0,49,47,0
3240,45,25,46,42,47,32,16,78,69,0,0,22,24,38
3241,6,29,41,0,12,59,37,87,74,0,4,15,25,51
3242,14,27,29,49,14,67,59,54,28,0,3,0,56,78
3243,3,49,21,73,97,9,57,37,57,0,0,1,1,42
3244,39,12,70,57,102,3,37,52,48,0,44,0,65,52
3245,32,38,46,49,60,12,36,36,1,0,0,16,68,50
3246,23,36,51,72,8,7,72,64,8,0,0,17,11,69
3247,40,31,20,44,11,52,45,41,46,0,0,23,60,76
3248,25,34,43,44,28,54,61,4,48,0,0,14,86,23
3249,40,25,32,59,31,92,38,0,70,0,16,2,63,83
3250,29,8,35,65,46,29,46,1,49,28,0,1,40,34
3251,11,0,80,54,60,69,62,57,60,18,1,7,33,27
3252,9,0,38,59,57,56,73,30,59,20,26,3,57,11
3253,40,0,34,50,67,15,44,61,66,44,33,27,12,0
3254,3,0,46,40,48,40,45,89,68,0,23,0,1,60
3255,11,0,26,10,66,23,62,52,44,0,16,0,0,76
3256,13,1,5,5,54,13,31,58,36,0,36,0,39,58
3257,49,15,21,44,84,42,42,60,73,16,14,0,30,44
3258,29,3,37,64,44,53,1,52,49,21,0,0,47,45
3259,19,25,6,89,63,37,0,37,4,0,18,0,36,38
3260,0,10,43,66,68,30,0,13,0,0,0,0,17,21
3261,31,24,27,87,49,55,16,46,5,0,0,0,0,6
3262,54,19,58,35,38,32,19,80,68,0,0,0,0,8
3263,66,0,72,49,63,7,57,77,54,0,0,0,0,47
3264,23,11,56,24,80,23,3,46,37,0,0,0,0,17
3265,15,9,51,45,67,0,41,46,79,0,0,0,0,17
3266,30,7,45,31,108,28,45,64,39,0,0,0,0,30
3267,19,24,57,66,77,20,70,49,63,0,0,0,0,38
3268,27,0,57,62,85,9,45,63,18,0,0,37,0,51
3269,0,31,41,75,122.6049868,77,27,46,2,21,0,0,0,14
3270,0,17,52,50,117,30,7,36,1,3,0,0,0,48
3271,14,41,37,28,95,62,40,88,7,0,0,0,0,14
3272,50,7,39,39,9,60,43,84,1,0,0,0,0,27
3273,20,0,34,16,62,69,5,45,4,0,0,0,0,48
3274,42,41,56,4,96,43,36,70,66,0,0,4,13,31
3275,0,22,19,0,98,42,52,38,34,0,0,0,8,29
3276,38,18,36,20,86,54,41,54,63,0,0,0,8,35
3277,29,27,77,49,40,38,44,37,105,0,0,0,0,36
3278,47,14,56,63,70,21,14,80,62,0,0,2,0,5
3279,40,43,60,45,59,52,48,51,47,7,31,0,24,24
3280,25,9,30,56,35,19,46,47,46,27,15,0,4,0
3281,25,0,39,52,122.6049868,18,29,39,32,25,21,0,0,14
3282,0,0,16,9,93,49,32,16,41,47,21,0,35,7
3283,10,5,37,26,69,35,48,2,65,45,0,0,39,0
3284,39,9,43,4,40,43,23,2,0,35,0,0,22,10
3285,43,37,56,57,24,17,26,14,0,7,2,0,0,51
3286,18,0,45,46,91,1,45,61,49,28,47,0,0,27
3287,21,8,32,16,57,17,51,93,25,52,84,10,0,10
3288,15,26,81,27,73,21,55,95,45,21,64,2,0,27
3289,37,31,41,30,70,14,37,12,75,40,55,20,2,27
3290,37,46,53,68,122.6049868,0,59,60,25,51,92,5,18,63
3291,24,19,39,72,117,0,0,70,96,25,50,9,17,47
3292,16,26,64,101,52,0,0,64,16,34,15,41,0,34
3293,11,36,50,52,66,7,4,15,8,2,27,19,20,51
3294,39,28,50,71,49,9,0,0,48,9,41,54,5,43
3295,12,49,24,39,19,4,40,0,80,0,42,0,0,43
3296,11,33,19,49,71,0,16,0,71,0,2,0,0,17
3297,44,37,19,67,65,0,25,0,80,36,0,0,0,15
3298,31,12,14,26,34,0,54,6,45,43,23,20,7,24
3299,29,41,66,41,83,0,35,92,5,32,26,28,54,54
3300,4,17,48,65,77,0,1,63,0,79,18,67,75,24
3301,6,42,56,46,111,0,45,57,0,77,39,46,73,22
3302,18,54,51,1,42,0,61,65,0,41,0,23,45,41
3303,52,45,4,55,16,0,18,40,0,41,0,8,40,8
3304,48,7,18,13,32,0,7,34,26,0,26,62,68,33
3305,4,6,48,24,53,0,35,53,0,8,40,52,112.927108,16
3306,57,14,63,8,51,0,17,37,0,38,36,24,70,69
3307,64,0,75,4,32,0,35,87,47,65,0,32,36,33
3308,43,0,33,32,48,0,31,54,57,14,55,8,38,18
3309,46,6,52,61,40,0,33,70,64,0,57,3,62,32
3310,35,9,42,52,44,0,14,54,54,0,54,0,53,0
3311,51,0,36,21,108,0,5,46,15,0,59,3,41,0
3312,59,0,39,12,96,0,24,41,14,0,33,0,48,23
3313,50,17,70,19,79,0,46,45,12,30,38,47,19,57
3314,50,4,54,18,44,0,18,30,9,32,42,46,30,70
3315,44,48,45,52,58,0,40,51,73,20,73,53,27,60
3316,57,41,63,88,36,0,36,70,55,65,31,45,7,46
3317,28,35,67,58,67,0,0,51,74,85,0,40,27,44
3318,25,36,64,62,56,0,0,68,65,32,0,75,33,55
3319,4,19,16,31,114,23,0,48,83,31,0,41,67,45
3320,7,48,53,26,30,1,0,51,44,39,0,32,69,81
3321,4,37,43,58,68,1,18,17,52,45,11,0,43,68
3322,39,26,14,25,88,0,46,61,13,67,37,70,0,95
3323,46,50,0,18,56,0,33,56,35,49,9,48,4,96
3324,33,37,0,0,111,0,53,83,11,28,30,71,0,95
3325,47,23,0,0,64,0,29,60,39,35,32,24,14,82
3326,33,17,21,22,108,0,3,54,33,46,30,17,21,58
3327,17,54,20,97,115,0,37,57,72,91,4,31,28,58
3328,46,48,6,67,69,9,50,79,32,5,7,52,0,22
3329,22,41,2,30,82,8,47,79,47,10,33,21,23,31
3330,9,28,0,60,5,17,46,36,50,53,74,15,40,6
3331,18,42,0,74,19,0,62,72,11,23,42,0,6,47
3332,34,41,6,60,15,0,8,47,12,40,36,0,0,51
3333,56,1,0,39,106,5,27,53,27,22,16,0,0,29
3334,58,17,0,0,88,0,50,0,44,86,7,0,27,4
3335,29,10,0,15,39,0,9,26,67,23,23,0,29,1
3336,51,4,0,9,64,1,26,16,81,10,11,0,73,30
3337,25,3,0,62,86,0,34,2,47,8,8,34,68,40
3338,25,32,0,50,69,5,35,18,0,8,39,55,7,35
3339,2,25,3,74,58,37,46,46,0,6,60,64,10,6
3340,34,27,0,48,31,24,34,44,50,27,18,69,0,14
3341,76,4,0,41,42,0,50,54,46,4,0,50,0,70
3342,12,47,0,58,71,20,21,67,12,9,27,14,0,65
3343,0,17,1,88,66,17,30,45,47,1,24,38,0,58
3344,0,7,0,79,81,37,5,63,40,0,6,43,0,6
3345,4,1,0,68,114,42,0,60,56,0,12,56,0,27
3346,51,4,0,45,93,26,11,62,37,0,43,48,0,12
3347,34,0,0,15,47,61,9,82,58,0,8,43,0,0
3348,49,2,0,40,32,69,0,86,73,0,30,26,0,11
3349,38,4,0,66,4,40,0,75,71,0,22,20,0,57
3350,65,38,0,28,46,49,22,32,18,0,7,39,0,70
3351,66,31,0,51,53,38,2,79,21,2,12,11,5,50
3352,53,2,0,0,57,42,17,65,72,20,0,38,24,57
3353,51,1,0,24,57,52,4,52,49,0,0,49,1,95
3354,5,4,0,15,56,22,9,56,38,6,19,84,0,64
3355,42,2,0,52,73,53,9,58,73,6,0,60,0,23
3356,57,14,0,58,92,24,30,30,51,0,0,14,0,67
3357,59,56,0,38,98,8,0,25,92,0,13,26,21,24
3358,24,64,0,40,56,20,0,39,70,18,19,49,0,27
3359,23,44,0,2,5,12,0,29,50,15,0,64,8,72
3360,20,25,0,2,55,13,0,83,69,13,0,64,18,45
3361,13,18,0,0,85,18,0,98,64,48,0,61,7,38
3362,5,62,0,15,61,13,0,75,17,0,5,67,0,35
3363,9,21,0,70,78,2,0,46,38,0,7,53,0,88
3364,1,39,0,83,86,1,0,41,67,0,0,28,9,79
3365,12,73,0,48,82,8,0,30,75,0,0,29,22,61
3366,13,74,0,47,42,26,0,27,35,0,0,56,37,82
3367,42,44,7,56,31,42,0,86,61,0,0,49,16,67
3368,23,58,0,72,74,31,0,54,93,0,0,1,0,43
3369,25,51,0,18,40,29,0,52,69,0,0,0,0,32
3370,34,30,0,29,82,42,0,77,57,0,7,0,24,22
3371,9,44,0,19,79,41,3,77,74,19,0,22,53,18
3372,27,49,0,0,79,23,19,54,53,0,0,31,27,13
3373,25,68,0,0,21,38,3,84,38,0,0,55,59,0
3374,33,31,0,0,39,61,29,26,20,0,0,45,50,16
3375,46,21,0,0,53,26,0,61,67,0,0,61,15,44
3376,34,0,0,0,109,21,0,79,0,0,0,103,9,52
3377,33,0,0,0,93,7,0,68,0,0,0,44,29,99
3378,24,11,0,0,20,42,0,77,23,0,0,51,57,83
3379,43,12,0,0,51,49,0,57,88,0,0,5,43,32
3380,42,0,0,0,12,51,0,61,60,9,18,53,58,60
3381,8,0,0,0,39,40,0,33,21,0,13,43,20,36
3382,0,0,0,0,84,67,0,38,86,0,1,16,29,80
3383,0,0,0,0,61,31,0,15,52,0,7,71,2,65
3384,20,0,34,30,40,23,0,14,16,0,16,68,51,57
3385,42,0,0,44,49,76,0,63,36,0,4,16,52,39
3386,11,1,0,0,27,12,0,49,11,0,0,26,45,44
3387,0,0,0,0,23,51,0,65,45,0,0,23,27,49
3388,0,0,0,0,83,37,0,38,28,0,0,0,38,24
3389,28,20,0,0,10,26,0,21,48,0,18,12,32,0
3390,47,0,0,0,14,11,0,54,60,0,36,17,24,43
3391,25,0,0,6,12,24,0,77,45,0,18,5,19,64
3392,42,0,0,25,50,0,0,49,35,0,17,17,37,53
3393,54,0,0,12,67,49,7,23,29,0,0,0,16,42
3394,68,0,0,0,59,48,2,11,24,12,2,17,36,53
3395,40,0,0,0,63,22,0,0,0,14,40,4,44,58
3396,43,0,0,0,64,39,21,0,29,46,11,0,18,50
3397,21,0,0,23,33,55,7,50,28,0,0,0,0,16
3398,29,0,0,21,85,25,36,77,73,0,0,15,5,55
3399,52,0,0,0,41,2,0,68,14,0,0,31,14,90
3400,22,0,0,0,34,20,23,67,33,31,0,4,53,54
3401,0,0,0,0,66,52,0,71,60,13,2,0,0,68
3402,16,0,2,0,2,61,13,37,11,12,42,0,0,32
3403,21,0,0,0,77,18,0,56,62,26,8,8,0,3
3404,37,0,16,0,60,23,4,66,93,32,23,0,0,18
3405,13,0,0,15,33,8,0,61,57,19,18,0,0,33
3406,0,0,0,0,10,9,0,65,53,27,1,0,0,50
3407,0,0,0,0,14,55,0,46,37,19,14,0,3,41
3408,8,0,6,0,6,35,0,23,79,24,32,0,48,23
3409,0,0,0,0,0,40,0,9,26,27,65,1,25,51
3410,0,0,8,0,0,56,0,33,59,4,54,0,48,53
3411,10,0,0,0,60,32,65,45,86,5,73,0,32,6
3412,0,0,0,0,62,52,0,75,75,11,32,0,46,33
3413,0,0,0,0,25,53,0,82,48,0,0,0,26,69
3414,0,0,0,0,52,35,0,79,3,0,0,0,45,92
3415,0,0,0,0,65,29,0,54,4,0,0,0,19,50
3416,0,0,0,0,63,39,0,44,0,13,3,0,0,24
3417,0,3,0,0,14,33,0,66,5,37,10,15,30,0
3418,0,0,0,0,46,26,0,61,77,12,56,0,27,30
3419,0,0,3,0,19,51,0,35,61,31,57,0,0,55
3420,0,1,21,0,0,47,0,65,68,11,6,0,0,35
3421,0,5,0,0,0,17,0,47,65,0,26,0,0,37
3422,0,0,0,0,11,20,0,51,98,0,34,0,0,38
3423,0,3,0,0,15,41,0,85,86,0,22,0,5,61
3424,0,0,0,0,0,2,18,53,19,5,20,0,19,74
3425,0,0,0,0,8,30,21,42,80,57,40,0,1,61
3426,0,0,0,0,0,14,0,51,52,3,30,0,20,51
3427,0,0,0,0,0,21,0,63,85,24,28,0,50,55
3428,12,11,0,0,2,66,0,59,0,31,40,0,33,50
3429,35,3,9,0,0,29,8,76,46,68,62,0,25,53
3430,61,0,0,7,2,47,14,20,0,72,58,6,2,63
3431,50,0,0,16,0,62,17,0,0,81,32,0,38,68
3432,35,4,0,0,0,59,40,2,1,59,4,0,34,59
3433,15,1,0,0,0,67,54,0,24,20,37,10,20,39
3434,0,7,0,45,40,31,17,0,37,6,54,0,0,33
3435,0,0,0,0,17,14,35,28,75,0,66,0,0,69
3436,0,0,0,0,18,0,31,45,34,0,39,0,5,60
3437,0,0,0,0,18,21,0,58,56,38,37,0,13,44
3438,0,0,31,19,0,54,30,59,59,47,40,12,9,43
3439,0,0,0,10,4,0,0,70,46,44,29,17,70,46
3440,0,5,29,32,0,4,52,71,66,45,40,6,8,34
3441,0,0,69,59,0,18,0,52,36,57,31,7,18,21
3442,5,0,31,13,2,0,27,68,43,16,23,8,85,68
3443,0,0,47,0,7,0,23,23,0,45,44,18,100,67
3444,0,0,22,32,28,0,39,90,16,42,28,39,57,74
3445,0,0,7,12,51,0,28,60,0,38,12,0,63,43
3446,0,0,10,0,57,0,29,64,0,27,40,15,45,59
3447,0,0,1,0,13,0,58,48,0,6,2,24,3,72
3448,0,0,9,0,0,0,31,76,0,16,1,55,14,41
3449,5,0,50,5,0,0,48,44,0,52,0,32,38,70
3450,0,0,26,72,0,0,0,64,0,77,6,21,57,37
3451,0,0,65,49,0,0,0,55,0,62,0,16,58,76
3452,0,0,47,47,0,0,0,72,0,85,19,2,58,71
3453,0,0,39,36,34,0,0,45,0,23,2,0,91,67
3454,0,0,25,22,0,0,8,16,0,28,36,0,18,47
3455,0,0,39,5,0,0,50,43,0,38,68,0,18,62
3456,0,0,72,15,0,0,55,33,0,28,35,2,30,42
3457,0,8,86,43,0,0,0,42,0,33,58,64,45,36
3458,0,16,74,31,0,0,4,39,0,47,31,78,29,49
3459,0,12,35,24,0,0,58,42,0,4,49,70,26,28
3460,0,13,39,2,0,0,55,86,0,0,25,44,18,26
3461,0,1,27,14,0,0,63,52,11,9,51,32,5,0
3462,0,22,42,45,0,0,40,66,0,6,83,41,31,16
3463,25,4,0,31,0,0,46,78,10,0,42,23,7,47
3464,5,15,27,45,0,0,58,84,0,3,10,78,0,0
3465,0,20,46,34,0,0,36,93,0,0,5,69,0,0
3466,0,49,45,61,0,0,14,57,6,0,13,52,0,0
3467,0,8,17,58,0,0,16,59,9,0,27,60,14,0
3468,0,37,0,1,9,0,0,73,9,0,19,68,26,0
3469,0,18,0,0,0,10,3,68,21,0,0,52,37,0
3470,0,36,0,28,0,0,0,81,0,0,2,89,29,0
3471,0,0,0,2,0,0,14,94,0,0,0,57,37,0
3472,0,13,0,83,0,0,0,46,2,0,34,33,62,0
3473,0,6,46,71,0,0,4,41,3,0,30,60,18,0
3474,0,14,35,55,0,0,10,6,6,0,52,92,19,0
3475,0,52,0,32,0,0,0,0,0,0,58,78,0,0
3476,0,29,0,26,0,0,0,0,0,0,50,71,31,0
3477,0,66,0,46,0,0,0,0,0,0,65,57,19,0
3478,0,23,0,0,0,0,0,0,0,0,36,43,22,0
3479,20,37,29,0,0,0,7,0,14,0,25,78,40,0
3480,26,19,6,14,0,0,5,18,2,0,67,28,52,0
3481,20,8,0,25,0,0,15,26,2,0,33,58,54,0
3482,22,56,0,92,0,0,0,0,0,0,63,34,34,0
3483,0,44,12,80,0,0,3,0,0,0,38,57,18,0
3484,0,37,0,43,0,0,36,0,0,0,32,31,60,4
3485,20,31,0,34,17,0,0,0,0,0,41,51,41,0
3486,7,23,0,43,10,0,0,1,0,0,37,20,25,0
3487,0,3,0,45,0,0,4,3,0,0,24,7,20,0
3488,22,20,5,7,0,0,5,32,0,0,1,7,22,0
3489,0,38,0,26,0,0,0,0,0,0,8,0,8,0
